English,Tovian,IPA,Roots
auxiliary-form: 2nd subjunctive reciprocal imperfective (past),owirathe, / ow.ir.ˈaθ.e / ,_
auxiliary-form: 2nd subjunctive reciprocal imperfective (present),owiratha, / ow.ir.ˈaθ.a / ,_
auxiliary-form: 2nd subjunctive reciprocal inceptive (future),owirayo, / ow.ir.ˈaj.o / ,_
auxiliary-form: 2nd subjunctive reciprocal inceptive (past),owiraye, / ow.ir.ˈaj.e / ,_
auxiliary-form: 2nd subjunctive reciprocal inceptive (present),owiraya, / ow.ir.ˈaj.a / ,_
auxiliary-form: 2nd subjunctive reciprocal iterative (future),owirano, / ow.ir.ˈan.o / ,_
auxiliary-form: 2nd subjunctive reciprocal iterative (past),owirane, / ow.ir.ˈan.e / ,_
auxiliary-form: 2nd subjunctive reciprocal iterative (present),owirana, / ow.ir.ˈan.a / ,_
auxiliary-form: 2nd subjunctive reciprocal near (future),owiratlo, / ow.ir.ˈaƛ.o / ,_
auxiliary-form: 2nd subjunctive reciprocal near (past),owiratle, / ow.ir.ˈaƛ.e / ,_
auxiliary-form: 2nd subjunctive reciprocal near (present),owiratla, / ow.ir.ˈaƛ.a / ,_
auxiliary-form: 2nd subjunctive reciprocal perfect (future),owiralho, / ow.ir.ˈaɬ.o / ,_
auxiliary-form: 2nd subjunctive reciprocal perfect (past),owiralhe, / ow.ir.ˈaɬ.e / ,_
auxiliary-form: 2nd subjunctive reciprocal perfect (present),owiralha, / ow.ir.ˈaɬ.a / ,_
auxiliary-form: 2nd subjunctive reciprocal progressive (future),owiraso, / ow.ir.ˈas.o / ,_
auxiliary-form: 2nd subjunctive reciprocal progressive (past),owirase, / ow.ir.ˈas.e / ,_
auxiliary-form: 2nd subjunctive reciprocal progressive (present),owirasa, / ow.ir.ˈas.a / ,_
auxiliary-form: 2nd subjunctive reciprocal remote (future),owiraho, / ow.ir.ˈah.o / ,_
auxiliary-form: 2nd subjunctive reciprocal remote (past),owirahe, / ow.ir.ˈah.e / ,_
auxiliary-form: 2nd subjunctive reciprocal remote (present),owiraha, / ow.ir.ˈah.a / ,_
auxiliary-form: 2nd subjunctive reciprocal simple (future),owirafo, / ow.ir.ˈaf.o / ,_
auxiliary-form: 2nd subjunctive reciprocal simple (past),owirafe, / ow.ir.ˈaf.e / ,_
auxiliary-form: 2nd subjunctive reciprocal simple (present),owirafa, / ow.ir.ˈaf.a / ,_
auxiliary-form: 2nd subjunctive reflexive cessative (future),owitepo, / ow.it.ˈep.o / ,_
auxiliary-form: 2nd subjunctive reflexive cessative (past),owitepe, / ow.it.ˈep.e / ,_
auxiliary-form: 2nd subjunctive reflexive cessative (present),owitepa, / ow.it.ˈep.a / ,_
auxiliary-form: 2nd subjunctive reflexive continuous (future),owitesho, / ow.it.ˈeʃ.o / ,_
auxiliary-form: 2nd subjunctive reflexive continuous (past),owiteshe, / ow.it.ˈeʃ.e / ,_
auxiliary-form: 2nd subjunctive reflexive continuous (present),owitesha, / ow.it.ˈeʃ.a / ,_
auxiliary-form: 2nd subjunctive reflexive habitual (future),owitemo, / ow.it.ˈem.o / ,_
auxiliary-form: 2nd subjunctive reflexive habitual (past),owiteme, / ow.it.ˈem.e / ,_
auxiliary-form: 2nd subjunctive reflexive habitual (present),owitema, / ow.it.ˈem.a / ,_
auxiliary-form: 2nd subjunctive reflexive immediate (future),owiteko, / ow.it.ˈek.o / ,_
auxiliary-form: 2nd subjunctive reflexive immediate (past),owiteke, / ow.it.ˈek.e / ,_
auxiliary-form: 2nd subjunctive reflexive immediate (present),owiteka, / ow.it.ˈek.a / ,_
auxiliary-form: 2nd subjunctive reflexive imperfective (future),owitetho, / ow.it.ˈeθ.o / ,_
auxiliary-form: 2nd subjunctive reflexive imperfective (past),owitethe, / ow.it.ˈeθ.e / ,_
auxiliary-form: 2nd subjunctive reflexive imperfective (present),owitetha, / ow.it.ˈeθ.a / ,_
auxiliary-form: 2nd subjunctive reflexive inceptive (future),owiteyo, / ow.it.ˈej.o / ,_
auxiliary-form: 2nd subjunctive reflexive inceptive (past),owiteye, / ow.it.ˈej.e / ,_
auxiliary-form: 2nd subjunctive reflexive inceptive (present),owiteya, / ow.it.ˈej.a / ,_
auxiliary-form: 2nd subjunctive reflexive iterative (future),owiteno, / ow.it.ˈen.o / ,_
auxiliary-form: 2nd subjunctive reflexive iterative (past),owitene, / ow.it.ˈen.e / ,_
auxiliary-form: 2nd subjunctive reflexive iterative (present),owitena, / ow.it.ˈen.a / ,_
auxiliary-form: 2nd subjunctive reflexive near (future),owitetlo, / ow.it.ˈeƛ.o / ,_
auxiliary-form: 2nd subjunctive reflexive near (past),owitetle, / ow.it.ˈeƛ.e / ,_
auxiliary-form: 2nd subjunctive reflexive near (present),owitetla, / ow.it.ˈeƛ.a / ,_
auxiliary-form: 2nd subjunctive reflexive perfect (future),owitelho, / ow.it.ˈeɬ.o / ,_
auxiliary-form: 2nd subjunctive reflexive perfect (past),owitelhe, / ow.it.ˈeɬ.e / ,_
auxiliary-form: 2nd subjunctive reflexive perfect (present),owitelha, / ow.it.ˈeɬ.a / ,_
auxiliary-form: 2nd subjunctive reflexive progressive (future),owiteso, / ow.it.ˈes.o / ,_
auxiliary-form: 2nd subjunctive reflexive progressive (past),owitese, / ow.it.ˈes.e / ,_
auxiliary-form: 2nd subjunctive reflexive progressive (present),owitesa, / ow.it.ˈes.a / ,_
auxiliary-form: 2nd subjunctive reflexive remote (future),owiteho, / ow.it.ˈeh.o / ,_
auxiliary-form: 2nd subjunctive reflexive remote (past),owitehe, / ow.it.ˈeh.e / ,_
auxiliary-form: 2nd subjunctive reflexive remote (present),owiteha, / ow.it.ˈeh.a / ,_
auxiliary-form: 2nd subjunctive reflexive simple (future),owitefo, / ow.it.ˈef.o / ,_
auxiliary-form: 2nd subjunctive reflexive simple (past),owitefe, / ow.it.ˈef.e / ,_
auxiliary-form: 2nd subjunctive reflexive simple (present),owitefa, / ow.it.ˈef.a / ,_
auxiliary-form: 2nd subjunctive remote (future),owiho, / ow.ˈih.o / ,_
auxiliary-form: 2nd subjunctive remote (past),owihe, / ow.ˈih.e / ,_
auxiliary-form: 2nd subjunctive remote (present),owiha, / ow.ˈih.a / ,_
auxiliary-form: 2nd subjunctive simple (future),owifo, / ow.ˈif.o / ,_
auxiliary-form: 2nd subjunctive simple (past),owife, / ow.ˈif.e / ,_
auxiliary-form: 2nd subjunctive simple (present),owifa, / ow.ˈif.a / ,_
auxiliary-form: 3rd (explicit) causative cessative (future),akepo, / ak.ˈep.o / ,_
auxiliary-form: 3rd (explicit) causative cessative (past),akepe, / ak.ˈep.e / ,_
auxiliary-form: 3rd (explicit) causative cessative (present),akepa, / ak.ˈep.a / ,_
auxiliary-form: 3rd (explicit) causative continuous (future),akesho, / ak.ˈeʃ.o / ,_
auxiliary-form: 3rd (explicit) causative continuous (past),akeshe, / ak.ˈeʃ.e / ,_
auxiliary-form: 3rd (explicit) causative continuous (present),akesha, / ak.ˈeʃ.a / ,_
auxiliary-form: 3rd (explicit) causative habitual (future),akemo, / ak.ˈem.o / ,_
auxiliary-form: 3rd (explicit) causative habitual (past),akeme, / ak.ˈem.e / ,_
auxiliary-form: 3rd (explicit) causative habitual (present),akema, / ak.ˈem.a / ,_
auxiliary-form: 3rd (explicit) causative immediate (future),akeko, / ak.ˈek.o / ,_
auxiliary-form: 3rd (explicit) causative immediate (past),akeke, / ak.ˈek.e / ,_
auxiliary-form: 3rd (explicit) causative immediate (present),akeka, / ak.ˈek.a / ,_
auxiliary-form: 3rd (explicit) causative imperfective (future),aketho, / ak.ˈeθ.o / ,_
auxiliary-form: 3rd (explicit) causative imperfective (past),akethe, / ak.ˈeθ.e / ,_
auxiliary-form: 3rd (explicit) causative imperfective (present),aketha, / ak.ˈeθ.a / ,_
auxiliary-form: 3rd (explicit) causative inceptive (future),akeyo, / ak.ˈej.o / ,_
auxiliary-form: 3rd (explicit) causative inceptive (past),akeye, / ak.ˈej.e / ,_
auxiliary-form: 3rd (explicit) causative inceptive (present),akeya, / ak.ˈej.a / ,_
auxiliary-form: 3rd (explicit) causative iterative (future),akeno, / ak.ˈen.o / ,_
auxiliary-form: 3rd (explicit) causative iterative (past),akene, / ak.ˈen.e / ,_
auxiliary-form: 3rd (explicit) causative iterative (present),akena, / ak.ˈen.a / ,_
auxiliary-form: 3rd (explicit) causative near (future),aketlo, / ak.ˈeƛ.o / ,_
auxiliary-form: 3rd (explicit) causative near (past),aketle, / ak.ˈeƛ.e / ,_
auxiliary-form: 3rd (explicit) causative near (present),aketla, / ak.ˈeƛ.a / ,_
auxiliary-form: 3rd (explicit) causative perfect (future),akelho, / ak.ˈeɬ.o / ,_
auxiliary-form: 3rd (explicit) causative perfect (past),akelhe, / ak.ˈeɬ.e / ,_
auxiliary-form: 3rd (explicit) causative perfect (present),akelha, / ak.ˈeɬ.a / ,_
auxiliary-form: 3rd (explicit) causative progressive (future),akeso, / ak.ˈes.o / ,_
auxiliary-form: 3rd (explicit) causative progressive (past),akese, / ak.ˈes.e / ,_
auxiliary-form: 3rd (explicit) causative progressive (present),akesa, / ak.ˈes.a / ,_
auxiliary-form: 3rd (explicit) causative remote (future),akeho, / ak.ˈeh.o / ,_
auxiliary-form: 3rd (explicit) causative remote (past),akehe, / ak.ˈeh.e / ,_
auxiliary-form: 3rd (explicit) causative remote (present),akeha, / ak.ˈeh.a / ,_
auxiliary-form: 3rd (explicit) causative simple (future),akefo, / ak.ˈef.o / ,_
auxiliary-form: 3rd (explicit) causative simple (past),akefe, / ak.ˈef.e / ,_
auxiliary-form: 3rd (explicit) causative simple (present),akefa, / ak.ˈef.a / ,_
auxiliary-form: 3rd (explicit) cessative (future),apo, / ˈap.o / ,_
auxiliary-form: 3rd (explicit) cessative (past),ape, / ˈap.e / ,_
auxiliary-form: 3rd (explicit) cessative (present),apa, / ˈap.a / ,_
auxiliary-form: 3rd (explicit) conditional causative cessative (future),akokepo, / ak.ok.ˈep.o / ,_
auxiliary-form: 3rd (explicit) conditional causative cessative (past),akokepe, / ak.ok.ˈep.e / ,_
auxiliary-form: 3rd (explicit) conditional causative cessative (present),akokepa, / ak.ok.ˈep.a / ,_
auxiliary-form: 3rd (explicit) conditional causative continuous (future),akokesho, / ak.ok.ˈeʃ.o / ,_
auxiliary-form: 3rd (explicit) conditional causative continuous (past),akokeshe, / ak.ok.ˈeʃ.e / ,_
auxiliary-form: 3rd (explicit) conditional causative continuous (present),akokesha, / ak.ok.ˈeʃ.a / ,_
auxiliary-form: 3rd (explicit) conditional causative habitual (future),akokemo, / ak.ok.ˈem.o / ,_
auxiliary-form: 3rd (explicit) conditional causative habitual (past),akokeme, / ak.ok.ˈem.e / ,_
auxiliary-form: 3rd (explicit) conditional causative habitual (present),akokema, / ak.ok.ˈem.a / ,_
auxiliary-form: 3rd (explicit) conditional causative immediate (future),akokeko, / ak.ok.ˈek.o / ,_
auxiliary-form: 3rd (explicit) conditional causative immediate (past),akokeke, / ak.ok.ˈek.e / ,_
auxiliary-form: 3rd (explicit) conditional causative immediate (present),akokeka, / ak.ok.ˈek.a / ,_
auxiliary-form: 3rd (explicit) conditional causative imperfective (future),akoketho, / ak.ok.ˈeθ.o / ,_
auxiliary-form: 3rd (explicit) conditional causative imperfective (past),akokethe, / ak.ok.ˈeθ.e / ,_
auxiliary-form: 3rd (explicit) conditional causative imperfective (present),akoketha, / ak.ok.ˈeθ.a / ,_
auxiliary-form: 3rd (explicit) conditional causative inceptive (future),akokeyo, / ak.ok.ˈej.o / ,_
auxiliary-form: 3rd (explicit) conditional causative inceptive (past),akokeye, / ak.ok.ˈej.e / ,_
auxiliary-form: 3rd (explicit) conditional causative inceptive (present),akokeya, / ak.ok.ˈej.a / ,_
auxiliary-form: 3rd (explicit) conditional causative iterative (future),akokeno, / ak.ok.ˈen.o / ,_
auxiliary-form: 3rd (explicit) conditional causative iterative (past),akokene, / ak.ok.ˈen.e / ,_
auxiliary-form: 3rd (explicit) conditional causative iterative (present),akokena, / ak.ok.ˈen.a / ,_
auxiliary-form: 3rd (explicit) conditional causative near (future),akoketlo, / ak.ok.ˈeƛ.o / ,_
auxiliary-form: 3rd (explicit) conditional causative near (past),akoketle, / ak.ok.ˈeƛ.e / ,_
auxiliary-form: 3rd (explicit) conditional causative near (present),akoketla, / ak.ok.ˈeƛ.a / ,_
auxiliary-form: 3rd (explicit) conditional causative perfect (future),akokelho, / ak.ok.ˈeɬ.o / ,_
auxiliary-form: 3rd (explicit) conditional causative perfect (past),akokelhe, / ak.ok.ˈeɬ.e / ,_
auxiliary-form: 3rd (explicit) conditional causative perfect (present),akokelha, / ak.ok.ˈeɬ.a / ,_
auxiliary-form: 3rd (explicit) conditional causative progressive (future),akokeso, / ak.ok.ˈes.o / ,_
auxiliary-form: 3rd (explicit) conditional causative progressive (past),akokese, / ak.ok.ˈes.e / ,_
auxiliary-form: 3rd (explicit) conditional causative progressive (present),akokesa, / ak.ok.ˈes.a / ,_
auxiliary-form: 3rd (explicit) conditional causative remote (future),akokeho, / ak.ok.ˈeh.o / ,_
auxiliary-form: 3rd (explicit) conditional causative remote (past),akokehe, / ak.ok.ˈeh.e / ,_
auxiliary-form: 3rd (explicit) conditional causative remote (present),akokeha, / ak.ok.ˈeh.a / ,_
auxiliary-form: 3rd (explicit) conditional causative simple (future),akokefo, / ak.ok.ˈef.o / ,_
auxiliary-form: 3rd (explicit) conditional causative simple (past),akokefe, / ak.ok.ˈef.e / ,_
auxiliary-form: 3rd (explicit) conditional causative simple (present),akokefa, / ak.ok.ˈef.a / ,_
auxiliary-form: 3rd (explicit) conditional cessative (future),akopo, / ak.ˈop.o / ,_
auxiliary-form: 3rd (explicit) conditional cessative (past),akope, / ak.ˈop.e / ,_
auxiliary-form: 3rd (explicit) conditional cessative (present),akopa, / ak.ˈop.a / ,_
auxiliary-form: 3rd (explicit) conditional continuous (future),akosho, / ak.ˈoʃ.o / ,_
auxiliary-form: 3rd (explicit) conditional continuous (past),akoshe, / ak.ˈoʃ.e / ,_
auxiliary-form: 3rd (explicit) conditional continuous (present),akosha, / ak.ˈoʃ.a / ,_
auxiliary-form: 3rd (explicit) conditional habitual (future),akomo, / ak.ˈom.o / ,_
auxiliary-form: 3rd (explicit) conditional habitual (past),akome, / ak.ˈom.e / ,_
auxiliary-form: 3rd (explicit) conditional habitual (present),akoma, / ak.ˈom.a / ,_
auxiliary-form: 3rd (explicit) conditional immediate (future),akoko, / ak.ˈok.o / ,_
auxiliary-form: 3rd (explicit) conditional immediate (past),akoke, / ak.ˈok.e / ,_
auxiliary-form: 3rd (explicit) conditional immediate (present),akoka, / ak.ˈok.a / ,_
auxiliary-form: 3rd (explicit) conditional imperfective (future),akotho, / ak.ˈoθ.o / ,_
auxiliary-form: 3rd (explicit) conditional imperfective (past),akothe, / ak.ˈoθ.e / ,_
auxiliary-form: 3rd (explicit) conditional imperfective (present),akotha, / ak.ˈoθ.a / ,_
auxiliary-form: 3rd (explicit) conditional inceptive (future),akoyo, / ak.ˈoj.o / ,_
auxiliary-form: 3rd (explicit) conditional inceptive (past),akoye, / ak.ˈoj.e / ,_
auxiliary-form: 3rd (explicit) conditional inceptive (present),akoya, / ak.ˈoj.a / ,_
auxiliary-form: 3rd (explicit) conditional iterative (future),akono, / ak.ˈon.o / ,_
auxiliary-form: 3rd (explicit) conditional iterative (past),akone, / ak.ˈon.e / ,_
auxiliary-form: 3rd (explicit) conditional iterative (present),akona, / ak.ˈon.a / ,_
auxiliary-form: 3rd (explicit) conditional middle cessative (future),akomopo, / ak.om.ˈop.o / ,_
auxiliary-form: 3rd (explicit) conditional middle cessative (past),akomope, / ak.om.ˈop.e / ,_
auxiliary-form: 3rd (explicit) conditional middle cessative (present),akomopa, / ak.om.ˈop.a / ,_
auxiliary-form: 3rd (explicit) conditional middle continuous (future),akomosho, / ak.om.ˈoʃ.o / ,_
auxiliary-form: 3rd (explicit) conditional middle continuous (past),akomoshe, / ak.om.ˈoʃ.e / ,_
auxiliary-form: 3rd (explicit) conditional middle continuous (present),akomosha, / ak.om.ˈoʃ.a / ,_
auxiliary-form: 3rd (explicit) conditional middle habitual (future),akomomo, / ak.om.ˈom.o / ,_
auxiliary-form: 3rd (explicit) conditional middle habitual (past),akomome, / ak.om.ˈom.e / ,_
auxiliary-form: 3rd (explicit) conditional middle habitual (present),akomoma, / ak.om.ˈom.a / ,_
auxiliary-form: 3rd (explicit) conditional middle immediate (future),akomoko, / ak.om.ˈok.o / ,_
auxiliary-form: 3rd (explicit) conditional middle immediate (past),akomoke, / ak.om.ˈok.e / ,_
auxiliary-form: 3rd (explicit) conditional middle immediate (present),akomoka, / ak.om.ˈok.a / ,_
auxiliary-form: 3rd (explicit) conditional middle imperfective (future),akomotho, / ak.om.ˈoθ.o / ,_
auxiliary-form: 3rd (explicit) conditional middle imperfective (past),akomothe, / ak.om.ˈoθ.e / ,_
auxiliary-form: 3rd (explicit) conditional middle imperfective (present),akomotha, / ak.om.ˈoθ.a / ,_
auxiliary-form: 3rd (explicit) conditional middle inceptive (future),akomoyo, / ak.om.ˈoj.o / ,_
auxiliary-form: 3rd (explicit) conditional middle inceptive (past),akomoye, / ak.om.ˈoj.e / ,_
auxiliary-form: 3rd (explicit) conditional middle inceptive (present),akomoya, / ak.om.ˈoj.a / ,_
auxiliary-form: 3rd (explicit) conditional middle iterative (future),akomono, / ak.om.ˈon.o / ,_
auxiliary-form: 3rd (explicit) conditional middle iterative (past),akomone, / ak.om.ˈon.e / ,_
auxiliary-form: 3rd (explicit) conditional middle iterative (present),akomona, / ak.om.ˈon.a / ,_
auxiliary-form: 3rd (explicit) conditional middle near (future),akomotlo, / ak.om.ˈoƛ.o / ,_
auxiliary-form: 3rd (explicit) conditional middle near (past),akomotle, / ak.om.ˈoƛ.e / ,_
auxiliary-form: 3rd (explicit) conditional middle near (present),akomotla, / ak.om.ˈoƛ.a / ,_
auxiliary-form: 3rd (explicit) conditional middle perfect (future),akomolho, / ak.om.ˈoɬ.o / ,_
auxiliary-form: 3rd (explicit) conditional middle perfect (past),akomolhe, / ak.om.ˈoɬ.e / ,_
auxiliary-form: 3rd (explicit) conditional middle perfect (present),akomolha, / ak.om.ˈoɬ.a / ,_
auxiliary-form: 3rd (explicit) conditional middle progressive (future),akomoso, / ak.om.ˈos.o / ,_
auxiliary-form: 3rd (explicit) conditional middle progressive (past),akomose, / ak.om.ˈos.e / ,_
auxiliary-form: 3rd (explicit) conditional middle progressive (present),akomosa, / ak.om.ˈos.a / ,_
auxiliary-form: 3rd (explicit) conditional middle remote (future),akomoho, / ak.om.ˈoh.o / ,_
auxiliary-form: 3rd (explicit) conditional middle remote (past),akomohe, / ak.om.ˈoh.e / ,_
auxiliary-form: 3rd (explicit) conditional middle remote (present),akomoha, / ak.om.ˈoh.a / ,_
auxiliary-form: 3rd (explicit) conditional middle simple (future),akomofo, / ak.om.ˈof.o / ,_
auxiliary-form: 3rd (explicit) conditional middle simple (past),akomofe, / ak.om.ˈof.e / ,_
auxiliary-form: 3rd (explicit) conditional middle simple (present),akomofa, / ak.om.ˈof.a / ,_
auxiliary-form: 3rd (explicit) conditional near (future),akotlo, / ak.ˈoƛ.o / ,_
auxiliary-form: 3rd (explicit) conditional near (past),akotle, / ak.ˈoƛ.e / ,_
auxiliary-form: 3rd (explicit) conditional near (present),akotla, / ak.ˈoƛ.a / ,_
auxiliary-form: 3rd (explicit) conditional passive cessative (future),akopapo, / ak.op.ˈap.o / ,_
auxiliary-form: 3rd (explicit) conditional passive cessative (past),akopape, / ak.op.ˈap.e / ,_
auxiliary-form: 3rd (explicit) conditional passive cessative (present),akopapa, / ak.op.ˈap.a / ,_
auxiliary-form: 3rd (explicit) conditional passive continuous (future),akopasho, / ak.op.ˈaʃ.o / ,_
auxiliary-form: 3rd (explicit) conditional passive continuous (past),akopashe, / ak.op.ˈaʃ.e / ,_
auxiliary-form: 3rd (explicit) conditional passive continuous (present),akopasha, / ak.op.ˈaʃ.a / ,_
auxiliary-form: 3rd (explicit) conditional passive habitual (future),akopamo, / ak.op.ˈam.o / ,_
auxiliary-form: 3rd (explicit) conditional passive habitual (past),akopame, / ak.op.ˈam.e / ,_
auxiliary-form: 3rd (explicit) conditional passive habitual (present),akopama, / ak.op.ˈam.a / ,_
auxiliary-form: 3rd (explicit) conditional passive immediate (future),akopako, / ak.op.ˈak.o / ,_
auxiliary-form: 3rd (explicit) conditional passive immediate (past),akopake, / ak.op.ˈak.e / ,_
auxiliary-form: 3rd (explicit) conditional passive immediate (present),akopaka, / ak.op.ˈak.a / ,_
auxiliary-form: 3rd (explicit) conditional passive imperfective (future),akopatho, / ak.op.ˈaθ.o / ,_
auxiliary-form: 3rd (explicit) conditional passive imperfective (past),akopathe, / ak.op.ˈaθ.e / ,_
auxiliary-form: 3rd (explicit) conditional passive imperfective (present),akopatha, / ak.op.ˈaθ.a / ,_
auxiliary-form: 3rd (explicit) conditional passive inceptive (future),akopayo, / ak.op.ˈaj.o / ,_
auxiliary-form: 3rd (explicit) conditional passive inceptive (past),akopaye, / ak.op.ˈaj.e / ,_
auxiliary-form: 3rd (explicit) conditional passive inceptive (present),akopaya, / ak.op.ˈaj.a / ,_
auxiliary-form: 3rd (explicit) conditional passive iterative (future),akopano, / ak.op.ˈan.o / ,_
auxiliary-form: 3rd (explicit) conditional passive iterative (past),akopane, / ak.op.ˈan.e / ,_
auxiliary-form: 3rd (explicit) conditional passive iterative (present),akopana, / ak.op.ˈan.a / ,_
