english,tovian,tovian_ipa,gloss
aux_2_pot_cnt_prs,oshosha,oʃ.ˈoʃ.a,auxiliary-form: 2nd potential continuous (present)
aux_2_pot_cnt_fut,oshosho,oʃ.ˈoʃ.o,auxiliary-form: 2nd potential continuous (future)
aux_2_pot_itr_pst,oshone,oʃ.ˈon.e,auxiliary-form: 2nd potential iterative (past)
aux_2_pot_itr_prs,oshona,oʃ.ˈon.a,auxiliary-form: 2nd potential iterative (present)
aux_2_pot_itr_fut,oshono,oʃ.ˈon.o,auxiliary-form: 2nd potential iterative (future)
aux_2_pot_inc_pst,oshoye,oʃ.ˈoj.e,auxiliary-form: 2nd potential inceptive (past)
aux_2_pot_inc_prs,oshoya,oʃ.ˈoj.a,auxiliary-form: 2nd potential inceptive (present)
aux_2_pot_inc_fut,oshoyo,oʃ.ˈoj.o,auxiliary-form: 2nd potential inceptive (future)
aux_2_pot_ces_pst,oshope,oʃ.ˈop.e,auxiliary-form: 2nd potential cessative (past)
aux_2_pot_ces_prs,oshopa,oʃ.ˈop.a,auxiliary-form: 2nd potential cessative (present)
aux_2_pot_ces_fut,oshopo,oʃ.ˈop.o,auxiliary-form: 2nd potential cessative (future)
aux_2_pot_rem_pst,oshohe,oʃ.ˈoh.e,auxiliary-form: 2nd potential remote (past)
aux_2_pot_rem_prs,oshoha,oʃ.ˈoh.a,auxiliary-form: 2nd potential remote (present)
aux_2_pot_rem_fut,oshoho,oʃ.ˈoh.o,auxiliary-form: 2nd potential remote (future)
aux_2_pot_ref_sim_pst,oshotefe,oʃ.ot.ˈef.e,auxiliary-form: 2nd potential reflexive simple (past)
aux_2_pot_ref_sim_prs,oshotefa,oʃ.ot.ˈef.a,auxiliary-form: 2nd potential reflexive simple (present)
aux_2_pot_ref_sim_fut,oshotefo,oʃ.ot.ˈef.o,auxiliary-form: 2nd potential reflexive simple (future)
aux_2_pot_ref_ipf_pst,oshotethe,oʃ.ot.ˈeθ.e,auxiliary-form: 2nd potential reflexive imperfective (past)
aux_2_pot_ref_ipf_prs,oshotetha,oʃ.ot.ˈeθ.a,auxiliary-form: 2nd potential reflexive imperfective (present)
aux_2_pot_ref_ipf_fut,oshotetho,oʃ.ot.ˈeθ.o,auxiliary-form: 2nd potential reflexive imperfective (future)
aux_2_pot_ref_prf_pst,oshotelhe,oʃ.ot.ˈeɬ.e,auxiliary-form: 2nd potential reflexive perfect (past)
aux_2_pot_ref_prf_prs,oshotelha,oʃ.ot.ˈeɬ.a,auxiliary-form: 2nd potential reflexive perfect (present)
aux_2_pot_ref_prf_fut,oshotelho,oʃ.ot.ˈeɬ.o,auxiliary-form: 2nd potential reflexive perfect (future)
aux_2_pot_ref_nea_pst,oshotetle,oʃ.ot.ˈeƛ.e,auxiliary-form: 2nd potential reflexive near (past)
aux_2_pot_ref_nea_prs,oshotetla,oʃ.ot.ˈeƛ.a,auxiliary-form: 2nd potential reflexive near (present)
aux_2_pot_ref_nea_fut,oshotetlo,oʃ.ot.ˈeƛ.o,auxiliary-form: 2nd potential reflexive near (future)
aux_2_pot_ref_imm_pst,oshoteke,oʃ.ot.ˈek.e,auxiliary-form: 2nd potential reflexive immediate (past)
aux_2_pot_ref_imm_prs,oshoteka,oʃ.ot.ˈek.a,auxiliary-form: 2nd potential reflexive immediate (present)
aux_2_pot_ref_imm_fut,oshoteko,oʃ.ot.ˈek.o,auxiliary-form: 2nd potential reflexive immediate (future)
aux_2_pot_ref_hab_pst,oshoteme,oʃ.ot.ˈem.e,auxiliary-form: 2nd potential reflexive habitual (past)
aux_2_pot_ref_hab_prs,oshotema,oʃ.ot.ˈem.a,auxiliary-form: 2nd potential reflexive habitual (present)
aux_2_pot_ref_hab_fut,oshotemo,oʃ.ot.ˈem.o,auxiliary-form: 2nd potential reflexive habitual (future)
aux_2_pot_ref_pro_pst,oshotese,oʃ.ot.ˈes.e,auxiliary-form: 2nd potential reflexive progressive (past)
aux_2_pot_ref_pro_prs,oshotesa,oʃ.ot.ˈes.a,auxiliary-form: 2nd potential reflexive progressive (present)
aux_2_pot_ref_pro_fut,oshoteso,oʃ.ot.ˈes.o,auxiliary-form: 2nd potential reflexive progressive (future)
aux_2_pot_ref_cnt_pst,oshoteshe,oʃ.ot.ˈeʃ.e,auxiliary-form: 2nd potential reflexive continuous (past)
aux_2_pot_ref_cnt_prs,oshotesha,oʃ.ot.ˈeʃ.a,auxiliary-form: 2nd potential reflexive continuous (present)
aux_2_pot_ref_cnt_fut,oshotesho,oʃ.ot.ˈeʃ.o,auxiliary-form: 2nd potential reflexive continuous (future)
aux_2_pot_ref_itr_pst,oshotene,oʃ.ot.ˈen.e,auxiliary-form: 2nd potential reflexive iterative (past)
aux_2_pot_ref_itr_prs,oshotena,oʃ.ot.ˈen.a,auxiliary-form: 2nd potential reflexive iterative (present)
aux_2_pot_ref_itr_fut,oshoteno,oʃ.ot.ˈen.o,auxiliary-form: 2nd potential reflexive iterative (future)
aux_2_pot_ref_inc_pst,oshoteye,oʃ.ot.ˈej.e,auxiliary-form: 2nd potential reflexive inceptive (past)
aux_2_pot_ref_inc_prs,oshoteya,oʃ.ot.ˈej.a,auxiliary-form: 2nd potential reflexive inceptive (present)
aux_2_pot_ref_inc_fut,oshoteyo,oʃ.ot.ˈej.o,auxiliary-form: 2nd potential reflexive inceptive (future)
aux_2_pot_ref_ces_pst,oshotepe,oʃ.ot.ˈep.e,auxiliary-form: 2nd potential reflexive cessative (past)
aux_2_pot_ref_ces_prs,oshotepa,oʃ.ot.ˈep.a,auxiliary-form: 2nd potential reflexive cessative (present)
aux_2_pot_ref_ces_fut,oshotepo,oʃ.ot.ˈep.o,auxiliary-form: 2nd potential reflexive cessative (future)
aux_2_pot_ref_rem_pst,oshotehe,oʃ.ot.ˈeh.e,auxiliary-form: 2nd potential reflexive remote (past)
aux_2_pot_ref_rem_prs,oshoteha,oʃ.ot.ˈeh.a,auxiliary-form: 2nd potential reflexive remote (present)
aux_2_pot_ref_rem_fut,oshoteho,oʃ.ot.ˈeh.o,auxiliary-form: 2nd potential reflexive remote (future)
aux_2_pot_pas_sim_pst,oshopafe,oʃ.op.ˈaf.e,auxiliary-form: 2nd potential passive simple (past)
aux_2_pot_pas_sim_prs,oshopafa,oʃ.op.ˈaf.a,auxiliary-form: 2nd potential passive simple (present)
aux_2_pot_pas_sim_fut,oshopafo,oʃ.op.ˈaf.o,auxiliary-form: 2nd potential passive simple (future)
aux_2_pot_pas_ipf_pst,oshopathe,oʃ.op.ˈaθ.e,auxiliary-form: 2nd potential passive imperfective (past)
aux_2_pot_pas_ipf_prs,oshopatha,oʃ.op.ˈaθ.a,auxiliary-form: 2nd potential passive imperfective (present)
aux_2_pot_pas_ipf_fut,oshopatho,oʃ.op.ˈaθ.o,auxiliary-form: 2nd potential passive imperfective (future)
aux_2_pot_pas_prf_pst,oshopalhe,oʃ.op.ˈaɬ.e,auxiliary-form: 2nd potential passive perfect (past)
aux_2_pot_pas_prf_prs,oshopalha,oʃ.op.ˈaɬ.a,auxiliary-form: 2nd potential passive perfect (present)
aux_2_pot_pas_prf_fut,oshopalho,oʃ.op.ˈaɬ.o,auxiliary-form: 2nd potential passive perfect (future)
aux_2_pot_pas_nea_pst,oshopatle,oʃ.op.ˈaƛ.e,auxiliary-form: 2nd potential passive near (past)
aux_2_pot_pas_nea_prs,oshopatla,oʃ.op.ˈaƛ.a,auxiliary-form: 2nd potential passive near (present)
aux_2_pot_pas_nea_fut,oshopatlo,oʃ.op.ˈaƛ.o,auxiliary-form: 2nd potential passive near (future)
aux_2_pot_pas_imm_pst,oshopake,oʃ.op.ˈak.e,auxiliary-form: 2nd potential passive immediate (past)
aux_2_pot_pas_imm_prs,oshopaka,oʃ.op.ˈak.a,auxiliary-form: 2nd potential passive immediate (present)
aux_2_pot_pas_imm_fut,oshopako,oʃ.op.ˈak.o,auxiliary-form: 2nd potential passive immediate (future)
aux_2_pot_pas_hab_pst,oshopame,oʃ.op.ˈam.e,auxiliary-form: 2nd potential passive habitual (past)
aux_2_pot_pas_hab_prs,oshopama,oʃ.op.ˈam.a,auxiliary-form: 2nd potential passive habitual (present)
aux_2_pot_pas_hab_fut,oshopamo,oʃ.op.ˈam.o,auxiliary-form: 2nd potential passive habitual (future)
aux_2_pot_pas_pro_pst,oshopase,oʃ.op.ˈas.e,auxiliary-form: 2nd potential passive progressive (past)
aux_2_pot_pas_pro_prs,oshopasa,oʃ.op.ˈas.a,auxiliary-form: 2nd potential passive progressive (present)
aux_2_pot_pas_pro_fut,oshopaso,oʃ.op.ˈas.o,auxiliary-form: 2nd potential passive progressive (future)
aux_2_pot_pas_cnt_pst,oshopashe,oʃ.op.ˈaʃ.e,auxiliary-form: 2nd potential passive continuous (past)
aux_2_pot_pas_cnt_prs,oshopasha,oʃ.op.ˈaʃ.a,auxiliary-form: 2nd potential passive continuous (present)
aux_2_pot_pas_cnt_fut,oshopasho,oʃ.op.ˈaʃ.o,auxiliary-form: 2nd potential passive continuous (future)
aux_2_pot_pas_itr_pst,oshopane,oʃ.op.ˈan.e,auxiliary-form: 2nd potential passive iterative (past)
aux_2_pot_pas_itr_prs,oshopana,oʃ.op.ˈan.a,auxiliary-form: 2nd potential passive iterative (present)
aux_2_pot_pas_itr_fut,oshopano,oʃ.op.ˈan.o,auxiliary-form: 2nd potential passive iterative (future)
aux_2_pot_pas_inc_pst,oshopaye,oʃ.op.ˈaj.e,auxiliary-form: 2nd potential passive inceptive (past)
aux_2_pot_pas_inc_prs,oshopaya,oʃ.op.ˈaj.a,auxiliary-form: 2nd potential passive inceptive (present)
aux_2_pot_pas_inc_fut,oshopayo,oʃ.op.ˈaj.o,auxiliary-form: 2nd potential passive inceptive (future)
aux_2_pot_pas_ces_pst,oshopape,oʃ.op.ˈap.e,auxiliary-form: 2nd potential passive cessative (past)
aux_2_pot_pas_ces_prs,oshopapa,oʃ.op.ˈap.a,auxiliary-form: 2nd potential passive cessative (present)
aux_2_pot_pas_ces_fut,oshopapo,oʃ.op.ˈap.o,auxiliary-form: 2nd potential passive cessative (future)
aux_2_pot_pas_rem_pst,oshopahe,oʃ.op.ˈah.e,auxiliary-form: 2nd potential passive remote (past)
aux_2_pot_pas_rem_prs,oshopaha,oʃ.op.ˈah.a,auxiliary-form: 2nd potential passive remote (present)
aux_2_pot_pas_rem_fut,oshopaho,oʃ.op.ˈah.o,auxiliary-form: 2nd potential passive remote (future)
aux_2_pot_mid_sim_pst,oshomofe,oʃ.om.ˈof.e,auxiliary-form: 2nd potential middle simple (past)
aux_2_pot_mid_sim_prs,oshomofa,oʃ.om.ˈof.a,auxiliary-form: 2nd potential middle simple (present)
aux_2_pot_mid_sim_fut,oshomofo,oʃ.om.ˈof.o,auxiliary-form: 2nd potential middle simple (future)
aux_2_pot_mid_ipf_pst,oshomothe,oʃ.om.ˈoθ.e,auxiliary-form: 2nd potential middle imperfective (past)
aux_2_pot_mid_ipf_prs,oshomotha,oʃ.om.ˈoθ.a,auxiliary-form: 2nd potential middle imperfective (present)
aux_2_pot_mid_ipf_fut,oshomotho,oʃ.om.ˈoθ.o,auxiliary-form: 2nd potential middle imperfective (future)
aux_2_pot_mid_prf_pst,oshomolhe,oʃ.om.ˈoɬ.e,auxiliary-form: 2nd potential middle perfect (past)
aux_2_pot_mid_prf_prs,oshomolha,oʃ.om.ˈoɬ.a,auxiliary-form: 2nd potential middle perfect (present)
aux_2_pot_mid_prf_fut,oshomolho,oʃ.om.ˈoɬ.o,auxiliary-form: 2nd potential middle perfect (future)
aux_2_pot_mid_nea_pst,oshomotle,oʃ.om.ˈoƛ.e,auxiliary-form: 2nd potential middle near (past)
aux_2_pot_mid_nea_prs,oshomotla,oʃ.om.ˈoƛ.a,auxiliary-form: 2nd potential middle near (present)
aux_2_pot_mid_nea_fut,oshomotlo,oʃ.om.ˈoƛ.o,auxiliary-form: 2nd potential middle near (future)
aux_2_pot_mid_imm_pst,oshomoke,oʃ.om.ˈok.e,auxiliary-form: 2nd potential middle immediate (past)
aux_2_pot_mid_imm_prs,oshomoka,oʃ.om.ˈok.a,auxiliary-form: 2nd potential middle immediate (present)
aux_2_pot_mid_imm_fut,oshomoko,oʃ.om.ˈok.o,auxiliary-form: 2nd potential middle immediate (future)
aux_2_pot_mid_hab_pst,oshomome,oʃ.om.ˈom.e,auxiliary-form: 2nd potential middle habitual (past)
aux_2_pot_mid_hab_prs,oshomoma,oʃ.om.ˈom.a,auxiliary-form: 2nd potential middle habitual (present)
aux_2_pot_mid_hab_fut,oshomomo,oʃ.om.ˈom.o,auxiliary-form: 2nd potential middle habitual (future)
aux_2_pot_mid_pro_pst,oshomose,oʃ.om.ˈos.e,auxiliary-form: 2nd potential middle progressive (past)
aux_2_pot_mid_pro_prs,oshomosa,oʃ.om.ˈos.a,auxiliary-form: 2nd potential middle progressive (present)
aux_2_pot_mid_pro_fut,oshomoso,oʃ.om.ˈos.o,auxiliary-form: 2nd potential middle progressive (future)
aux_2_pot_mid_cnt_pst,oshomoshe,oʃ.om.ˈoʃ.e,auxiliary-form: 2nd potential middle continuous (past)
aux_2_pot_mid_cnt_prs,oshomosha,oʃ.om.ˈoʃ.a,auxiliary-form: 2nd potential middle continuous (present)
aux_2_pot_mid_cnt_fut,oshomosho,oʃ.om.ˈoʃ.o,auxiliary-form: 2nd potential middle continuous (future)
aux_2_pot_mid_itr_pst,oshomone,oʃ.om.ˈon.e,auxiliary-form: 2nd potential middle iterative (past)
aux_2_pot_mid_itr_prs,oshomona,oʃ.om.ˈon.a,auxiliary-form: 2nd potential middle iterative (present)
aux_2_pot_mid_itr_fut,oshomono,oʃ.om.ˈon.o,auxiliary-form: 2nd potential middle iterative (future)
aux_2_pot_mid_inc_pst,oshomoye,oʃ.om.ˈoj.e,auxiliary-form: 2nd potential middle inceptive (past)
aux_2_pot_mid_inc_prs,oshomoya,oʃ.om.ˈoj.a,auxiliary-form: 2nd potential middle inceptive (present)
aux_2_pot_mid_inc_fut,oshomoyo,oʃ.om.ˈoj.o,auxiliary-form: 2nd potential middle inceptive (future)
aux_2_pot_mid_ces_pst,oshomope,oʃ.om.ˈop.e,auxiliary-form: 2nd potential middle cessative (past)
aux_2_pot_mid_ces_prs,oshomopa,oʃ.om.ˈop.a,auxiliary-form: 2nd potential middle cessative (present)
aux_2_pot_mid_ces_fut,oshomopo,oʃ.om.ˈop.o,auxiliary-form: 2nd potential middle cessative (future)
aux_2_pot_mid_rem_pst,oshomohe,oʃ.om.ˈoh.e,auxiliary-form: 2nd potential middle remote (past)
aux_2_pot_mid_rem_prs,oshomoha,oʃ.om.ˈoh.a,auxiliary-form: 2nd potential middle remote (present)
aux_2_pot_mid_rem_fut,oshomoho,oʃ.om.ˈoh.o,auxiliary-form: 2nd potential middle remote (future)
aux_2_pot_cau_sim_pst,oshokefe,oʃ.ok.ˈef.e,auxiliary-form: 2nd potential causative simple (past)
aux_2_pot_cau_sim_prs,oshokefa,oʃ.ok.ˈef.a,auxiliary-form: 2nd potential causative simple (present)
aux_2_pot_cau_sim_fut,oshokefo,oʃ.ok.ˈef.o,auxiliary-form: 2nd potential causative simple (future)
aux_2_pot_cau_ipf_pst,oshokethe,oʃ.ok.ˈeθ.e,auxiliary-form: 2nd potential causative imperfective (past)
aux_2_pot_cau_ipf_prs,oshoketha,oʃ.ok.ˈeθ.a,auxiliary-form: 2nd potential causative imperfective (present)
aux_2_pot_cau_ipf_fut,oshoketho,oʃ.ok.ˈeθ.o,auxiliary-form: 2nd potential causative imperfective (future)
aux_2_pot_cau_prf_pst,oshokelhe,oʃ.ok.ˈeɬ.e,auxiliary-form: 2nd potential causative perfect (past)
aux_2_pot_cau_prf_prs,oshokelha,oʃ.ok.ˈeɬ.a,auxiliary-form: 2nd potential causative perfect (present)
aux_2_pot_cau_prf_fut,oshokelho,oʃ.ok.ˈeɬ.o,auxiliary-form: 2nd potential causative perfect (future)
aux_2_pot_cau_nea_pst,oshoketle,oʃ.ok.ˈeƛ.e,auxiliary-form: 2nd potential causative near (past)
aux_2_pot_cau_nea_prs,oshoketla,oʃ.ok.ˈeƛ.a,auxiliary-form: 2nd potential causative near (present)
aux_2_pot_cau_nea_fut,oshoketlo,oʃ.ok.ˈeƛ.o,auxiliary-form: 2nd potential causative near (future)
aux_2_pot_cau_imm_pst,oshokeke,oʃ.ok.ˈek.e,auxiliary-form: 2nd potential causative immediate (past)
aux_2_pot_cau_imm_prs,oshokeka,oʃ.ok.ˈek.a,auxiliary-form: 2nd potential causative immediate (present)
aux_2_pot_cau_imm_fut,oshokeko,oʃ.ok.ˈek.o,auxiliary-form: 2nd potential causative immediate (future)
aux_2_pot_cau_hab_pst,oshokeme,oʃ.ok.ˈem.e,auxiliary-form: 2nd potential causative habitual (past)
aux_2_pot_cau_hab_prs,oshokema,oʃ.ok.ˈem.a,auxiliary-form: 2nd potential causative habitual (present)
aux_2_pot_cau_hab_fut,oshokemo,oʃ.ok.ˈem.o,auxiliary-form: 2nd potential causative habitual (future)
aux_2_pot_cau_pro_pst,oshokese,oʃ.ok.ˈes.e,auxiliary-form: 2nd potential causative progressive (past)
aux_2_pot_cau_pro_prs,oshokesa,oʃ.ok.ˈes.a,auxiliary-form: 2nd potential causative progressive (present)
aux_2_pot_cau_pro_fut,oshokeso,oʃ.ok.ˈes.o,auxiliary-form: 2nd potential causative progressive (future)
aux_2_pot_cau_cnt_pst,oshokeshe,oʃ.ok.ˈeʃ.e,auxiliary-form: 2nd potential causative continuous (past)
aux_2_pot_cau_cnt_prs,oshokesha,oʃ.ok.ˈeʃ.a,auxiliary-form: 2nd potential causative continuous (present)
aux_2_pot_cau_cnt_fut,oshokesho,oʃ.ok.ˈeʃ.o,auxiliary-form: 2nd potential causative continuous (future)
aux_2_pot_cau_itr_pst,oshokene,oʃ.ok.ˈen.e,auxiliary-form: 2nd potential causative iterative (past)
aux_2_pot_cau_itr_prs,oshokena,oʃ.ok.ˈen.a,auxiliary-form: 2nd potential causative iterative (present)
aux_2_pot_cau_itr_fut,oshokeno,oʃ.ok.ˈen.o,auxiliary-form: 2nd potential causative iterative (future)
aux_2_pot_cau_inc_pst,oshokeye,oʃ.ok.ˈej.e,auxiliary-form: 2nd potential causative inceptive (past)
aux_2_pot_cau_inc_prs,oshokeya,oʃ.ok.ˈej.a,auxiliary-form: 2nd potential causative inceptive (present)
aux_2_pot_cau_inc_fut,oshokeyo,oʃ.ok.ˈej.o,auxiliary-form: 2nd potential causative inceptive (future)
aux_2_pot_cau_ces_pst,oshokepe,oʃ.ok.ˈep.e,auxiliary-form: 2nd potential causative cessative (past)
aux_2_pot_cau_ces_prs,oshokepa,oʃ.ok.ˈep.a,auxiliary-form: 2nd potential causative cessative (present)
aux_2_pot_cau_ces_fut,oshokepo,oʃ.ok.ˈep.o,auxiliary-form: 2nd potential causative cessative (future)
aux_2_pot_cau_rem_pst,oshokehe,oʃ.ok.ˈeh.e,auxiliary-form: 2nd potential causative remote (past)
aux_2_pot_cau_rem_prs,oshokeha,oʃ.ok.ˈeh.a,auxiliary-form: 2nd potential causative remote (present)
aux_2_pot_cau_rem_fut,oshokeho,oʃ.ok.ˈeh.o,auxiliary-form: 2nd potential causative remote (future)
aux_2_pot_rec_sim_pst,oshorafe,oʃ.or.ˈaf.e,auxiliary-form: 2nd potential reciprocal simple (past)
aux_2_pot_rec_sim_prs,oshorafa,oʃ.or.ˈaf.a,auxiliary-form: 2nd potential reciprocal simple (present)
aux_2_pot_rec_sim_fut,oshorafo,oʃ.or.ˈaf.o,auxiliary-form: 2nd potential reciprocal simple (future)
aux_2_pot_rec_ipf_pst,oshorathe,oʃ.or.ˈaθ.e,auxiliary-form: 2nd potential reciprocal imperfective (past)
aux_2_pot_rec_ipf_prs,oshoratha,oʃ.or.ˈaθ.a,auxiliary-form: 2nd potential reciprocal imperfective (present)
aux_2_pot_rec_ipf_fut,oshoratho,oʃ.or.ˈaθ.o,auxiliary-form: 2nd potential reciprocal imperfective (future)
aux_2_pot_rec_prf_pst,oshoralhe,oʃ.or.ˈaɬ.e,auxiliary-form: 2nd potential reciprocal perfect (past)
aux_2_pot_rec_prf_prs,oshoralha,oʃ.or.ˈaɬ.a,auxiliary-form: 2nd potential reciprocal perfect (present)
aux_2_pot_rec_prf_fut,oshoralho,oʃ.or.ˈaɬ.o,auxiliary-form: 2nd potential reciprocal perfect (future)
aux_2_pot_rec_nea_pst,oshoratle,oʃ.or.ˈaƛ.e,auxiliary-form: 2nd potential reciprocal near (past)
aux_2_pot_rec_nea_prs,oshoratla,oʃ.or.ˈaƛ.a,auxiliary-form: 2nd potential reciprocal near (present)
aux_2_pot_rec_nea_fut,oshoratlo,oʃ.or.ˈaƛ.o,auxiliary-form: 2nd potential reciprocal near (future)
aux_2_pot_rec_imm_pst,oshorake,oʃ.or.ˈak.e,auxiliary-form: 2nd potential reciprocal immediate (past)
aux_2_pot_rec_imm_prs,oshoraka,oʃ.or.ˈak.a,auxiliary-form: 2nd potential reciprocal immediate (present)
aux_2_pot_rec_imm_fut,oshorako,oʃ.or.ˈak.o,auxiliary-form: 2nd potential reciprocal immediate (future)
aux_2_pot_rec_hab_pst,oshorame,oʃ.or.ˈam.e,auxiliary-form: 2nd potential reciprocal habitual (past)
aux_2_pot_rec_hab_prs,oshorama,oʃ.or.ˈam.a,auxiliary-form: 2nd potential reciprocal habitual (present)
aux_2_pot_rec_hab_fut,oshoramo,oʃ.or.ˈam.o,auxiliary-form: 2nd potential reciprocal habitual (future)
aux_2_pot_rec_pro_pst,oshorase,oʃ.or.ˈas.e,auxiliary-form: 2nd potential reciprocal progressive (past)
aux_2_pot_rec_pro_prs,oshorasa,oʃ.or.ˈas.a,auxiliary-form: 2nd potential reciprocal progressive (present)
aux_2_pot_rec_pro_fut,oshoraso,oʃ.or.ˈas.o,auxiliary-form: 2nd potential reciprocal progressive (future)
aux_2_pot_rec_cnt_pst,oshorashe,oʃ.or.ˈaʃ.e,auxiliary-form: 2nd potential reciprocal continuous (past)
aux_2_pot_rec_cnt_prs,oshorasha,oʃ.or.ˈaʃ.a,auxiliary-form: 2nd potential reciprocal continuous (present)
aux_2_pot_rec_cnt_fut,oshorasho,oʃ.or.ˈaʃ.o,auxiliary-form: 2nd potential reciprocal continuous (future)
aux_2_pot_rec_itr_pst,oshorane,oʃ.or.ˈan.e,auxiliary-form: 2nd potential reciprocal iterative (past)
aux_2_pot_rec_itr_prs,oshorana,oʃ.or.ˈan.a,auxiliary-form: 2nd potential reciprocal iterative (present)
aux_2_pot_rec_itr_fut,oshorano,oʃ.or.ˈan.o,auxiliary-form: 2nd potential reciprocal iterative (future)
aux_2_pot_rec_inc_pst,oshoraye,oʃ.or.ˈaj.e,auxiliary-form: 2nd potential reciprocal inceptive (past)
aux_2_pot_rec_inc_prs,oshoraya,oʃ.or.ˈaj.a,auxiliary-form: 2nd potential reciprocal inceptive (present)
aux_2_pot_rec_inc_fut,oshorayo,oʃ.or.ˈaj.o,auxiliary-form: 2nd potential reciprocal inceptive (future)
aux_2_pot_rec_ces_pst,oshorape,oʃ.or.ˈap.e,auxiliary-form: 2nd potential reciprocal cessative (past)
aux_2_pot_rec_ces_prs,oshorapa,oʃ.or.ˈap.a,auxiliary-form: 2nd potential reciprocal cessative (present)
aux_2_pot_rec_ces_fut,oshorapo,oʃ.or.ˈap.o,auxiliary-form: 2nd potential reciprocal cessative (future)
aux_2_pot_rec_rem_pst,oshorahe,oʃ.or.ˈah.e,auxiliary-form: 2nd potential reciprocal remote (past)
aux_2_pot_rec_rem_prs,oshoraha,oʃ.or.ˈah.a,auxiliary-form: 2nd potential reciprocal remote (present)
aux_2_pot_rec_rem_fut,oshoraho,oʃ.or.ˈah.o,auxiliary-form: 2nd potential reciprocal remote (future)
aux_3_sim_pst,fe,fˈe,auxiliary-form: 3rd simple (past)
aux_3_sim_prs,fa,fˈa,auxiliary-form: 3rd simple (present)
aux_3_sim_fut,fo,fˈo,auxiliary-form: 3rd simple (future)
aux_3_ipf_pst,the,θˈe,auxiliary-form: 3rd imperfective (past)
aux_3_ipf_prs,tha,θˈa,auxiliary-form: 3rd imperfective (present)
aux_3_ipf_fut,tho,θˈo,auxiliary-form: 3rd imperfective (future)
aux_3_prf_pst,lhe,ɬˈe,auxiliary-form: 3rd perfect (past)
aux_3_prf_prs,lha,ɬˈa,auxiliary-form: 3rd perfect (present)
aux_3_prf_fut,lho,ɬˈo,auxiliary-form: 3rd perfect (future)
aux_3_nea_pst,tle,ƛˈe,auxiliary-form: 3rd near (past)
aux_3_nea_prs,tla,ƛˈa,auxiliary-form: 3rd near (present)
aux_3_nea_fut,tlo,ƛˈo,auxiliary-form: 3rd near (future)
aux_3_imm_pst,ke,kˈe,auxiliary-form: 3rd immediate (past)
aux_3_imm_prs,ka,kˈa,auxiliary-form: 3rd immediate (present)
aux_3_imm_fut,ko,kˈo,auxiliary-form: 3rd immediate (future)
aux_3_hab_pst,me,mˈe,auxiliary-form: 3rd habitual (past)
aux_3_hab_prs,ma,mˈa,auxiliary-form: 3rd habitual (present)
aux_3_hab_fut,mo,mˈo,auxiliary-form: 3rd habitual (future)
aux_3_pro_pst,se,sˈe,auxiliary-form: 3rd progressive (past)
aux_3_pro_prs,sa,sˈa,auxiliary-form: 3rd progressive (present)
aux_3_pro_fut,so,sˈo,auxiliary-form: 3rd progressive (future)
aux_3_cnt_pst,she,ʃˈe,auxiliary-form: 3rd continuous (past)
aux_3_cnt_prs,sha,ʃˈa,auxiliary-form: 3rd continuous (present)
aux_3_cnt_fut,sho,ʃˈo,auxiliary-form: 3rd continuous (future)
aux_3_itr_pst,ne,nˈe,auxiliary-form: 3rd iterative (past)
aux_3_itr_prs,na,nˈa,auxiliary-form: 3rd iterative (present)
aux_3_itr_fut,no,nˈo,auxiliary-form: 3rd iterative (future)
aux_3_inc_pst,ye,jˈe,auxiliary-form: 3rd inceptive (past)
aux_3_inc_prs,ya,jˈa,auxiliary-form: 3rd inceptive (present)
aux_3_inc_fut,yo,jˈo,auxiliary-form: 3rd inceptive (future)
aux_3_ces_pst,pe,pˈe,auxiliary-form: 3rd cessative (past)
aux_3_ces_prs,pa,pˈa,auxiliary-form: 3rd cessative (present)
aux_3_ces_fut,po,pˈo,auxiliary-form: 3rd cessative (future)
